@relation /mnt/data/ObesityDataSet_converted-weka.filters.unsupervised.attribute.NominalToString-Clast-weka.filters.unsupervised.attribute.NominalToString-Clast-weka.filters.unsupervised.attribute.NominalToString-Clast-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last

@attribute 'Age=\'(-inf-18.7]\'' numeric
@attribute 'Age=\'(18.7-23.4]\'' numeric
@attribute 'Age=\'(23.4-28.1]\'' numeric
@attribute 'Age=\'(28.1-32.8]\'' numeric
@attribute 'Age=\'(32.8-37.5]\'' numeric
@attribute 'Age=\'(37.5-42.2]\'' numeric
@attribute 'Age=\'(42.2-46.9]\'' numeric
@attribute 'Age=\'(46.9-51.6]\'' numeric
@attribute 'Age=\'(51.6-56.3]\'' numeric
@attribute 'Age=\'(56.3-inf)\'' numeric
@attribute Gender=Male numeric
@attribute 'Height=\'(-inf-1.503]\'' numeric
@attribute 'Height=\'(1.503-1.556]\'' numeric
@attribute 'Height=\'(1.556-1.609]\'' numeric
@attribute 'Height=\'(1.609-1.662]\'' numeric
@attribute 'Height=\'(1.662-1.715]\'' numeric
@attribute 'Height=\'(1.715-1.768]\'' numeric
@attribute 'Height=\'(1.768-1.821]\'' numeric
@attribute 'Height=\'(1.821-1.874]\'' numeric
@attribute 'Height=\'(1.874-1.927]\'' numeric
@attribute 'Height=\'(1.927-inf)\'' numeric
@attribute 'Weight=\'(-inf-52.4]\'' numeric
@attribute 'Weight=\'(52.4-65.8]\'' numeric
@attribute 'Weight=\'(65.8-79.2]\'' numeric
@attribute 'Weight=\'(79.2-92.6]\'' numeric
@attribute 'Weight=\'(92.6-106]\'' numeric
@attribute 'Weight=\'(106-119.4]\'' numeric
@attribute 'Weight=\'(119.4-132.8]\'' numeric
@attribute 'Weight=\'(132.8-146.2]\'' numeric
@attribute 'Weight=\'(146.2-159.6]\'' numeric
@attribute 'Weight=\'(159.6-inf)\'' numeric
@attribute CALC=no numeric
@attribute CALC=Sometimes numeric
@attribute CALC=Frequently numeric
@attribute CALC=Always numeric
@attribute FAVC=yes numeric
@attribute 'FCVC=\'(-inf-1.2]\'' numeric
@attribute 'FCVC=\'(1.2-1.4]\'' numeric
@attribute 'FCVC=\'(1.4-1.6]\'' numeric
@attribute 'FCVC=\'(1.6-1.8]\'' numeric
@attribute 'FCVC=\'(1.8-2]\'' numeric
@attribute 'FCVC=\'(2-2.2]\'' numeric
@attribute 'FCVC=\'(2.2-2.4]\'' numeric
@attribute 'FCVC=\'(2.4-2.6]\'' numeric
@attribute 'FCVC=\'(2.6-2.8]\'' numeric
@attribute 'FCVC=\'(2.8-inf)\'' numeric
@attribute 'NCP=\'(-inf-1.3]\'' numeric
@attribute 'NCP=\'(1.3-1.6]\'' numeric
@attribute 'NCP=\'(1.6-1.9]\'' numeric
@attribute 'NCP=\'(1.9-2.2]\'' numeric
@attribute 'NCP=\'(2.2-2.5]\'' numeric
@attribute 'NCP=\'(2.5-2.8]\'' numeric
@attribute 'NCP=\'(2.8-3.1]\'' numeric
@attribute 'NCP=\'(3.1-3.4]\'' numeric
@attribute 'NCP=\'(3.4-3.7]\'' numeric
@attribute 'NCP=\'(3.7-inf)\'' numeric
@attribute SCC=yes numeric
@attribute SMOKE=yes numeric
@attribute 'CH2O=\'(-inf-1.2]\'' numeric
@attribute 'CH2O=\'(1.2-1.4]\'' numeric
@attribute 'CH2O=\'(1.4-1.6]\'' numeric
@attribute 'CH2O=\'(1.6-1.8]\'' numeric
@attribute 'CH2O=\'(1.8-2]\'' numeric
@attribute 'CH2O=\'(2-2.2]\'' numeric
@attribute 'CH2O=\'(2.2-2.4]\'' numeric
@attribute 'CH2O=\'(2.4-2.6]\'' numeric
@attribute 'CH2O=\'(2.6-2.8]\'' numeric
@attribute 'CH2O=\'(2.8-inf)\'' numeric
@attribute family_history_with_overweight=no numeric
@attribute 'FAF=\'(-inf-0.3]\'' numeric
@attribute 'FAF=\'(0.3-0.6]\'' numeric
@attribute 'FAF=\'(0.6-0.9]\'' numeric
@attribute 'FAF=\'(0.9-1.2]\'' numeric
@attribute 'FAF=\'(1.2-1.5]\'' numeric
@attribute 'FAF=\'(1.5-1.8]\'' numeric
@attribute 'FAF=\'(1.8-2.1]\'' numeric
@attribute 'FAF=\'(2.1-2.4]\'' numeric
@attribute 'FAF=\'(2.4-2.7]\'' numeric
@attribute 'FAF=\'(2.7-inf)\'' numeric
@attribute 'TUE=\'(-inf-0.2]\'' numeric
@attribute 'TUE=\'(0.2-0.4]\'' numeric
@attribute 'TUE=\'(0.4-0.6]\'' numeric
@attribute 'TUE=\'(0.6-0.8]\'' numeric
@attribute 'TUE=\'(0.8-1]\'' numeric
@attribute 'TUE=\'(1-1.2]\'' numeric
@attribute 'TUE=\'(1.2-1.4]\'' numeric
@attribute 'TUE=\'(1.4-1.6]\'' numeric
@attribute 'TUE=\'(1.6-1.8]\'' numeric
@attribute 'TUE=\'(1.8-inf)\'' numeric
@attribute CAEC=Sometimes numeric
@attribute CAEC=Frequently numeric
@attribute CAEC=Always numeric
@attribute CAEC=no numeric
@attribute MTRANS=Public_Transportation numeric
@attribute MTRANS=Walking numeric
@attribute MTRANS=Automobile numeric
@attribute MTRANS=Motorbike numeric
@attribute MTRANS=Bike numeric
@attribute NObeyesdad string

@data
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Normal_Weight
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Normal_Weight
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Overweight_Level_II
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Obesity_Type_I
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Overweight_Level_II
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Overweight_Level_I
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Overweight_Level_II
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Obesity_Type_I
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Normal_Weight
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Obesity_Type_I
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Normal_Weight
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,Normal_Weight
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,Normal_Weight
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Normal_Weight
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Normal_Weight
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Normal_Weight
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Overweight_Level_I
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Overweight_Level_II
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Normal_Weight
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Overweight_Level_II
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Normal_Weight
0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Overweight_Level_II
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Normal_Weight
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Normal_Weight
0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Normal_Weight
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Overweight_Level_II
